mode,seed,noise,failures,failure_rate,correction_budget,latency_ms,final_instability
event_gated_duj,8,0.85,210,0.021,883528,2100.2180989889894,0.0352
event_gated_duj,9,0.85,194,0.0194,884674,2099.8437000089325,0.0388
event_gated_duj,10,0.85,201,0.0201,882891,2100.8616470207926,0.0318
event_gated_duj,11,0.85,194,0.0194,882753,2100.0872000004165,0.0348
event_gated_duj,12,0.85,232,0.0232,885097,2101.195038994774,0.0345
event_gated_duj,13,0.85,201,0.0201,884249,2099.8823630216066,0.0347
event_gated_duj,14,0.85,200,0.02,881493,2099.075884994818,0.0375
event_gated_duj,15,0.85,189,0.0189,881647,2100.353202986298,0.0379
event_gated_duj,16,0.85,198,0.0198,883294,2100.6900999927893,0.0398
event_gated_duj,17,0.85,196,0.0196,880951,2100.3168860042933,0.041
event_gated_duj,18,0.85,183,0.0183,880350,2101.1528439994436,0.0341
event_gated_duj,19,0.85,206,0.0206,878711,2099.768423999194,0.0431
event_gated_duj,20,0.85,217,0.0217,881791,2100.2840180008207,0.0307
event_gated_duj,21,0.85,195,0.0195,882026,2099.4985689758323,0.0403
event_gated_duj,22,0.85,210,0.021,880096,2099.8531010118313,0.037
event_gated_duj,23,0.85,182,0.0182,882749,2100.3738479921594,0.0299
event_gated_duj,24,0.85,204,0.0204,883357,2099.9721580010373,0.0351
event_gated_duj,25,0.85,200,0.02,881558,2100.2593289886136,0.028
event_gated_duj,26,0.85,205,0.0205,882896,2100.728652003454,0.03
event_gated_duj,27,0.85,209,0.0209,883510,2101.290071004769,0.0321
event_gated_duj,28,0.85,211,0.0211,881672,2100.63391001313,0.0301
event_gated_duj,29,0.85,192,0.0192,881614,2100.6011010031216,0.0319
event_gated_duj,30,0.85,189,0.0189,883875,2101.799830998061,0.0375
event_gated_duj,31,0.85,183,0.0183,879724,2100.1277260074858,0.0357
event_gated_duj,32,0.85,239,0.0239,882313,2100.6026190007105,0.0366
event_gated_duj,33,0.85,204,0.0204,881143,2100.7499789993744,0.0371
event_gated_duj,34,0.85,197,0.0197,880490,2100.000345002627,0.039
event_gated_duj,35,0.85,187,0.0187,881985,2099.7972269833554,0.0386
event_gated_duj,36,0.85,185,0.0185,882099,2100.2215599874035,0.0347
event_gated_duj,37,0.85,207,0.0207,879234,2099.9262149853166,0.0326
event_gated_duj,38,0.85,211,0.0211,883832,2100.226479000412,0.031
event_gated_duj,39,0.85,204,0.0204,880424,2101.4363479916938,0.0395
event_gated_duj,40,0.85,212,0.0212,880164,2099.6979730261955,0.0378
event_gated_duj,41,0.85,207,0.0207,882711,2099.631760007469,0.0344
event_gated_duj,42,0.85,218,0.0218,882354,2100.3365860087797,0.0307
event_gated_duj,43,0.85,196,0.0196,883370,2100.175202009268,0.0343
event_gated_duj,44,0.85,186,0.0186,881690,2099.8574620170984,0.0345
event_gated_duj,45,0.85,205,0.0205,882199,2099.7121109976433,0.0358
event_gated_duj,46,0.85,193,0.0193,882532,2099.375585006783,0.033
event_gated_duj,47,0.85,179,0.0179,882151,2100.52654100582,0.0306
event_gated_duj,48,0.85,197,0.0197,883209,2100.5339340190403,0.0311
event_gated_duj,49,0.85,219,0.0219,881674,2101.058659987757,0.0338
control,0,0.95,9960,0.996,0,1403.1859129900113,0.9182
control,1,0.95,9970,0.997,0,1402.6854370022193,0.9147
control,2,0.95,9961,0.9961,0,1401.1583879764657,0.9158
control,3,0.95,9966,0.9966,0,1401.348693005275,0.9181
control,4,0.95,9965,0.9965,0,1402.2102500020992,0.9131
control,5,0.95,9968,0.9968,0,1406.4021490048617,0.9146
control,6,0.95,9960,0.996,0,1401.9226050004363,0.9199
control,7,0.95,9956,0.9956,0,1400.9676449932158,0.9197
control,8,0.95,9973,0.9973,0,1402.9559399932623,0.9219
control,9,0.95,9954,0.9954,0,1403.0326339998282,0.9196
control,10,0.95,9957,0.9957,0,1403.0472839949653,0.9219
control,11,0.95,9962,0.9962,0,1401.8168910115492,0.9165
control,12,0.95,9971,0.9971,0,1402.8404720011167,0.9151
control,13,0.95,9968,0.9968,0,1404.0211840183474,0.9206
control,14,0.95,9966,0.9966,0,1403.164754010504,0.9148
control,15,0.95,9956,0.9956,0,1402.6332079956774,0.9134
control,16,0.95,9960,0.996,0,1402.9866209893953,0.9127
control,17,0.95,9954,0.9954,0,1403.3665289753117,0.9141
control,18,0.95,9959,0.9959,0,1402.6285439904314,0.9145
control,19,0.95,9962,0.9962,0,1403.509205993032,0.9174
control,20,0.95,9961,0.9961,0,1404.3593450041953,0.9153
control,21,0.95,9956,0.9956,0,1402.8648149978835,0.914
control,22,0.95,9955,0.9955,0,1403.9446879760362,0.9185
control,23,0.95,9955,0.9955,0,1402.4938119982835,0.9165
control,24,0.95,9951,0.9951,0,1403.706932993373,0.9198
control,25,0.95,9972,0.9972,0,1402.918451000005,0.9208
control,26,0.95,9953,0.9953,0,1403.3899799978826,0.9169
control,27,0.95,9951,0.9951,0,1403.8411900110077,0.9152
control,28,0.95,9964,0.9964,0,1402.5806570134591,0.9138
control,29,0.95,9958,0.9958,0,1402.676074008923,0.9171
control,30,0.95,9966,0.9966,0,1402.930287993513,0.9162
control,31,0.95,9964,0.9964,0,1405.0326629949268,0.9164
control,32,0.95,9967,0.9967,0,1403.3401119813789,0.9172
control,33,0.95,9959,0.9959,0,1403.2914660056122,0.9153
control,34,0.95,9956,0.9956,0,1403.353857982438,0.9212
control,35,0.95,9963,0.9963,0,1402.6373800006695,0.9185
control,36,0.95,9965,0.9965,0,1403.0722039751709,0.917
control,37,0.95,9969,0.9969,0,1403.5790970083326,0.9151
control,38,0.95,9960,0.996,0,1404.5664899749681,0.915
control,39,0.95,9964,0.9964,0,1402.9251069878228,0.9148
control,40,0.95,9960,0.996,0,1403.7026050209533,0.9115
control,41,0.95,9949,0.9949,0,1402.987754001515,0.9161
control,42,0.95,9958,0.9958,0,1403.9594659989234,0.9156
control,43,0.95,9969,0.9969,0,1403.6463299999014,0.9149
control,44,0.95,9964,0.9964,0,1403.7431580072735,0.912
control,45,0.95,9969,0.9969,0,1401.8756279838271,0.914
control,46,0.95,9969,0.9969,0,1401.9738320203032,0.9168
control,47,0.95,9957,0.9957,0,1401.6053350060247,0.9174
control,48,0.95,9962,0.9962,0,1400.7338740047999,0.9246
control,49,0.95,9964,0.9964,0,1401.4324210002087,0.9141
continuous_supervision,0,0.95,2,0.0002,19242760,1951.2091870128643,0.0355
continuous_supervision,1,0.95,1,0.0001,19239511,1948.6810530070215,0.0344
continuous_supervision,2,0.95,0,0.0,19237955,1949.6039609948639,0.0339
continuous_supervision,3,0.95,0,0.0,19240731,1949.163490004139,0.035
continuous_supervision,4,0.95,4,0.0004,19241044,1948.2848269981332,0.0338
continuous_supervision,5,0.95,0,0.0,19241481,1948.8508259819355,0.0345
continuous_supervision,6,0.95,1,0.0001,19241051,1947.5656849972438,0.0336
continuous_supervision,7,0.95,1,0.0001,19242146,1949.1240739880595,0.034
continuous_supervision,8,0.95,3,0.0003,19244372,1947.742896998534,0.0349
continuous_supervision,9,0.95,1,0.0001,19239068,1947.8169750072993,0.0371
continuous_supervision,10,0.95,0,0.0,19241604,1947.1480810025241,0.0381
continuous_supervision,11,0.95,1,0.0001,19237417,1947.7479080087505,0.0347
continuous_supervision,12,0.95,2,0.0002,19241858,1947.573593002744,0.0333
continuous_supervision,13,0.95,1,0.0001,19241152,1948.044935008511,0.0329
continuous_supervision,14,0.95,2,0.0002,19240345,1948.0229470063932,0.0355
continuous_supervision,15,0.95,1,0.0001,19240516,1947.7406619989779,0.0344
continuous_supervision,16,0.95,0,0.0,19240793,1948.6849810054991,0.0353
continuous_supervision,17,0.95,1,0.0001,19240136,1947.3329610191286,0.0345
continuous_supervision,18,0.95,0,0.0,19237657,1948.518570017768,0.0349
continuous_supervision,19,0.95,1,0.0001,19238166,1948.7146400206257,0.0336
continuous_supervision,20,0.95,1,0.0001,19240862,1947.9100960015785,0.0351
continuous_supervision,21,0.95,3,0.0003,19240285,1947.76052099769,0.0378
continuous_supervision,22,0.95,0,0.0,19240126,1948.2675470062532,0.0357
continuous_supervision,23,0.95,3,0.0003,19240249,1948.4166710171849,0.0347
continuous_supervision,24,0.95,2,0.0002,19241716,1947.7558780054096,0.038
continuous_supervision,25,0.95,1,0.0001,19238862,1949.341664003441,0.0341
continuous_supervision,26,0.95,1,0.0001,19244123,1949.3963529821485,0.0372
continuous_supervision,27,0.95,1,0.0001,19239866,1950.5996289954055,0.0339
continuous_supervision,28,0.95,3,0.0003,19242359,1948.356123000849,0.0316
continuous_supervision,29,0.95,1,0.0001,19240530,1949.6905080159195,0.0334
continuous_supervision,30,0.95,0,0.0,19242750,1948.4263010090217,0.033
continuous_supervision,31,0.95,0,0.0,19240720,1948.3990690205246,0.0373
continuous_supervision,32,0.95,1,0.0001,19240486,1948.1798950000666,0.0359
continuous_supervision,33,0.95,1,0.0001,19242129,1949.581291002687,0.0382
continuous_supervision,34,0.95,1,0.0001,19239140,1950.2084830019157,0.0377
continuous_supervision,35,0.95,1,0.0001,19243020,1948.4585970058106,0.0354
continuous_supervision,36,0.95,2,0.0002,19240779,1948.3821479952894,0.0366
continuous_supervision,37,0.95,0,0.0,19241907,1947.5198150030337,0.0336
continuous_supervision,38,0.95,0,0.0,19239978,1948.3884570072405,0.0349
continuous_supervision,39,0.95,1,0.0001,19237538,1949.0589160122909,0.0364
continuous_supervision,40,0.95,2,0.0002,19238073,1950.3873189969454,0.0352
continuous_supervision,41,0.95,1,0.0001,19240958,1949.822855007369,0.0335
continuous_supervision,42,0.95,2,0.0002,19243463,1949.2359879950527,0.0361
continuous_supervision,43,0.95,1,0.0001,19241761,1945.2960100024939,0.034
continuous_supervision,44,0.95,0,0.0,19241350,1944.3931650021113,0.038
continuous_supervision,45,0.95,2,0.0002,19243139,1946.3483120198362,0.0361
continuous_supervision,46,0.95,2,0.0002,19239220,1944.1570369817782,0.0385
continuous_supervision,47,0.95,1,0.0001,19241911,1947.5694209977519,0.0352
continuous_supervision,48,0.95,0,0.0,19241840,1946.6859059757553,0.0327
continuous_supervision,49,0.95,0,0.0,19242081,1946.172452007886,0.0327
event_gated_no_cooccurrence,0,0.95,159,0.0159,18600691,1967.7620010043029,0.0426
event_gated_no_cooccurrence,1,0.95,170,0.017,18601946,1965.5968389997724,0.0459
event_gated_no_cooccurrence,2,0.95,152,0.0152,18604048,1965.4188219865318,0.0452
event_gated_no_cooccurrence,3,0.95,145,0.0145,18600553,1965.750165982172,0.0403
event_gated_no_cooccurrence,4,0.95,132,0.0132,18603721,1965.0715549942106,0.049
event_gated_no_cooccurrence,5,0.95,148,0.0148,18601985,1965.6074840168003,0.0544
event_gated_no_cooccurrence,6,0.95,160,0.016,18603885,1965.0228600075934,0.0582
event_gated_no_cooccurrence,7,0.95,157,0.0157,18599764,1965.0034729856998,0.0563
event_gated_no_cooccurrence,8,0.95,163,0.0163,18598938,1965.9165680059232,0.0455
event_gated_no_cooccurrence,9,0.95,139,0.0139,18603239,1964.6663529856596,0.0557
event_gated_no_cooccurrence,10,0.95,157,0.0157,18599568,1965.4712849878706,0.0542
event_gated_no_cooccurrence,11,0.95,148,0.0148,18601330,1964.7374729975127,0.0448
event_gated_no_cooccurrence,12,0.95,142,0.0142,18602318,1964.0006220142823,0.0429
event_gated_no_cooccurrence,13,0.95,161,0.0161,18599993,1964.60743501666,0.0453
event_gated_no_cooccurrence,14,0.95,132,0.0132,18600280,1964.6575880178716,0.0545
event_gated_no_cooccurrence,15,0.95,137,0.0137,18602071,1963.5060020082165,0.0443
event_gated_no_cooccurrence,16,0.95,136,0.0136,18601003,1964.7296699986327,0.0572
event_gated_no_cooccurrence,17,0.95,142,0.0142,18603049,1965.3887410240714,0.0473
event_gated_no_cooccurrence,18,0.95,141,0.0141,18601890,1965.7804110029247,0.0445
event_gated_no_cooccurrence,19,0.95,157,0.0157,18603557,1964.4839899847284,0.0519
event_gated_no_cooccurrence,20,0.95,142,0.0142,18601017,1964.407258987194,0.0486
event_gated_no_cooccurrence,21,0.95,135,0.0135,18601527,1965.446314017754,0.054
event_gated_no_cooccurrence,22,0.95,151,0.0151,18601516,1964.7239609912504,0.0596
event_gated_no_cooccurrence,23,0.95,177,0.0177,18600963,1971.421870024642,0.0557
event_gated_no_cooccurrence,24,0.95,140,0.014,18601828,1968.252584018046,0.0595
event_gated_no_cooccurrence,25,0.95,161,0.0161,18601493,1968.1074680120219,0.0575
event_gated_no_cooccurrence,26,0.95,164,0.0164,18599632,1969.0457509714179,0.058
event_gated_no_cooccurrence,27,0.95,162,0.0162,18603819,1969.581076002214,0.0586
event_gated_no_cooccurrence,28,0.95,131,0.0131,18601878,1972.3410540027544,0.043
event_gated_no_cooccurrence,29,0.95,139,0.0139,18600218,1965.375188010512,0.0604
event_gated_no_cooccurrence,30,0.95,147,0.0147,18599923,1964.7060869901907,0.06
event_gated_no_cooccurrence,31,0.95,146,0.0146,18600840,1964.8197019996587,0.0519
event_gated_no_cooccurrence,32,0.95,136,0.0136,18600814,1964.646876003826,0.0454
event_gated_no_cooccurrence,33,0.95,148,0.0148,18599826,1964.6793360006995,0.0541
event_gated_no_cooccurrence,34,0.95,142,0.0142,18601417,1965.3829559974838,0.0452
event_gated_no_cooccurrence,35,0.95,150,0.015,18598504,1965.7770940102637,0.0472
event_gated_no_cooccurrence,36,0.95,142,0.0142,18602033,1966.706322011305,0.0571
event_gated_no_cooccurrence,37,0.95,147,0.0147,18601672,1965.9475560183637,0.0468
event_gated_no_cooccurrence,38,0.95,149,0.0149,18600669,1965.5448330158833,0.0465
event_gated_no_cooccurrence,39,0.95,140,0.014,18602744,1965.7393819943536,0.0609
event_gated_no_cooccurrence,40,0.95,132,0.0132,18600431,1965.6759669887833,0.0586
event_gated_no_cooccurrence,41,0.95,139,0.0139,18602796,1964.3864320241846,0.0481
event_gated_no_cooccurrence,42,0.95,129,0.0129,18601138,1965.6615300045814,0.0529
event_gated_no_cooccurrence,43,0.95,143,0.0143,18600907,1965.0039509870112,0.0557
event_gated_no_cooccurrence,44,0.95,143,0.0143,18598074,1965.516751020914,0.0552
event_gated_no_cooccurrence,45,0.95,138,0.0138,18600930,1964.5656590000726,0.0516
event_gated_no_cooccurrence,46,0.95,144,0.0144,18599621,1966.080765996594,0.054
event_gated_no_cooccurrence,47,0.95,140,0.014,18598722,1964.4676680036355,0.0541
event_gated_no_cooccurrence,48,0.95,145,0.0145,18601092,1965.0510310020763,0.0501
event_gated_no_cooccurrence,49,0.95,148,0.0148,18600269,1965.7305889995769,0.0577
event_gated_duj,0,0.95,166,0.0166,887387,2063.686974986922,0.0255
event_gated_duj,1,0.95,170,0.017,890792,2064.957205002429,0.033
event_gated_duj,2,0.95,180,0.018,886909,2062.5881089945324,0.0266
event_gated_duj,3,0.95,161,0.0161,888663,2068.6781530093867,0.0305
event_gated_duj,4,0.95,155,0.0155,884973,2069.1304989741184,0.0396
event_gated_duj,5,0.95,178,0.0178,886729,2067.7160609920975,0.0279
event_gated_duj,6,0.95,169,0.0169,887533,2067.7947939839214,0.0363
event_gated_duj,7,0.95,181,0.0181,883201,2068.505709001329,0.0334
event_gated_duj,8,0.95,179,0.0179,888968,2069.1120130068157,0.0337
event_gated_duj,9,0.95,164,0.0164,889997,2069.641417998355,0.0392
event_gated_duj,10,0.95,174,0.0174,888108,2068.5463849804364,0.0257
event_gated_duj,11,0.95,159,0.0159,888265,2068.5636129928753,0.0321
event_gated_duj,12,0.95,188,0.0188,891403,2071.5434059966356,0.0334
event_gated_duj,13,0.95,165,0.0165,888639,2068.85859099566,0.0344
event_gated_duj,14,0.95,161,0.0161,886957,2068.4109080175404,0.0367
event_gated_duj,15,0.95,151,0.0151,887324,2065.724909014534,0.0372
event_gated_duj,16,0.95,169,0.0169,888885,2066.8102389900014,0.0396
event_gated_duj,17,0.95,152,0.0152,886978,2066.6330940148327,0.0398
event_gated_duj,18,0.95,160,0.016,887141,2066.8687949946616,0.0324
event_gated_duj,19,0.95,174,0.0174,884044,2067.229781008791,0.0425
event_gated_duj,20,0.95,168,0.0168,887074,2067.0402199903037,0.0253
event_gated_duj,21,0.95,150,0.015,887461,2067.1932629775256,0.0378
event_gated_duj,22,0.95,185,0.0185,885621,2067.0091430074535,0.0372
event_gated_duj,23,0.95,167,0.0167,888622,2066.1712090077344,0.0248
event_gated_duj,24,0.95,170,0.017,888857,2067.4590750131756,0.0312
event_gated_duj,25,0.95,168,0.0168,887106,2071.7099540052004,0.0242
event_gated_duj,26,0.95,193,0.0193,888877,2067.750697984593,0.0268
event_gated_duj,27,0.95,169,0.0169,889457,2068.390926986467,0.0276
event_gated_duj,28,0.95,177,0.0177,887282,2067.1902610047255,0.0268
event_gated_duj,29,0.95,154,0.0154,886755,2066.4764609828126,0.0268
event_gated_duj,30,0.95,166,0.0166,888930,2066.99031800963,0.035
event_gated_duj,31,0.95,149,0.0149,885197,2065.9756120003294,0.0339
event_gated_duj,32,0.95,200,0.02,888010,2067.741095001111,0.0361
event_gated_duj,33,0.95,173,0.0173,886988,2066.926012019394,0.0304
event_gated_duj,34,0.95,149,0.0149,885943,2066.7057969840243,0.0369
event_gated_duj,35,0.95,154,0.0154,889011,2066.6002100042533,0.0369
event_gated_duj,36,0.95,159,0.0159,887954,2067.880813992815,0.0344
event_gated_duj,37,0.95,176,0.0176,884950,2068.008099013241,0.0311
event_gated_duj,38,0.95,171,0.0171,888704,2068.0644380045123,0.0251
event_gated_duj,39,0.95,175,0.0175,886157,2067.4803070141934,0.0369
event_gated_duj,40,0.95,171,0.0171,886639,2066.4132490055636,0.0358
event_gated_duj,41,0.95,171,0.0171,887729,2067.8506910044234,0.0327
event_gated_duj,42,0.95,188,0.0188,887358,2068.558541010134,0.0261
event_gated_duj,43,0.95,157,0.0157,890113,2067.5656300154515,0.0346
event_gated_duj,44,0.95,167,0.0167,887673,2067.924379982287,0.0318
event_gated_duj,45,0.95,175,0.0175,887474,2066.2151889991947,0.0328
event_gated_duj,46,0.95,162,0.0162,888276,2065.7384249789175,0.0307
event_gated_duj,47,0.95,148,0.0148,887981,2066.101016011089,0.0269
event_gated_duj,48,0.95,159,0.0159,888559,2066.460182017181,0.026
event_gated_duj,49,0.95,182,0.0182,887873,2067.272773012519,0.0312
