failure_rate,correction_budget,final_instability,latency_ms,window,min_hits,seed
0.1897,5676203,0.5093669993381557,2619.438648223877,7,3,7
0.1962,5650759,0.5095933533641579,2617.659330368042,7,3,8
0.1965,5641665,0.511647311299924,2620.4240322113037,7,3,9
0.1954,5652723,0.5058981451831589,2618.985176086426,7,3,10
0.1905,5680069,0.5051283288818835,2617.347002029419,7,3,11
0.194,5656779,0.5118435012323521,2616.2161827087402,7,3,12
0.1944,5654523,0.5114172966460188,2617.94376373291,7,3,13
0.1902,5668781,0.5073396609811726,2620.9380626678467,7,3,14
0.1918,5675415,0.5104157161617685,2617.225408554077,7,3,15
0.1934,5656379,0.5126475643954672,2619.1327571868896,7,3,16
0.1865,5678631,0.503864954062108,2618.8061237335205,7,3,17
0.1982,5641147,0.5149915346411568,2620.450735092163,7,3,18
0.1986,5649680,0.5185217438758664,2619.344472885132,7,3,19
0.1916,5668026,0.5128302206130645,2620.9933757781982,7,3,20
0.1925,5671408,0.5043721205654244,2618.48783493042,7,3,21
0.1894,5660413,0.5053441398090585,2617.919445037842,7,3,22
0.1963,5652257,0.5182895335590302,2619.807243347168,7,3,23
0.189,5669314,0.5015704770059815,2618.447780609131,7,3,24
0.1901,5664931,0.510172809710765,2618.5920238494873,7,3,25
0.1907,5668401,0.5027661747102514,2620.0406551361084,7,3,26
0.1959,5643690,0.5111360758002612,2617.370843887329,7,3,27
0.1916,5665407,0.5084713701622894,2616.525411605835,7,3,28
0.1915,5654912,0.5063681895099077,2617.971420288086,7,3,29
0.1241,3170420,0.40093698076629875,2448.2457637786865,7,4,0
0.1244,3160673,0.39989621954272636,2446.9730854034424,7,4,1
0.1234,3163810,0.40330246934438535,2448.0600357055664,7,4,2
0.1277,3158239,0.4137330998315525,2448.0292797088623,7,4,3
0.1251,3166714,0.4082458334699966,2449.5604038238525,7,4,4
0.1265,3160094,0.40893259299967155,2447.394609451294,7,4,5
0.1323,3142967,0.41033234131388835,2446.751832962036,7,4,6
0.1194,3179586,0.3976219262687767,2449.096202850342,7,4,7
0.1285,3163032,0.40693736864375324,2447.307586669922,7,4,8
0.1238,3165130,0.39894746020017746,2447.4942684173584,7,4,9
0.1261,3162424,0.4027532297841753,2446.4290142059326,7,4,10
0.1235,3171177,0.39707441668183113,2448.1821060180664,7,4,11
0.1251,3169275,0.4030346988385888,2448.761463165283,7,4,12
0.1285,3152899,0.40576382264466165,2451.0884284973145,7,4,13
0.1256,3161400,0.3979230227785464,2449.9921798706055,7,4,14
0.1239,3173314,0.39751493593675125,2447.054624557495,7,4,15
0.1221,3171367,0.4011817567528167,2449.028253555298,7,4,16
0.1321,3161563,0.4125133249892423,2447.3907947540283,7,4,17
0.1245,3166046,0.3978085098019846,2446.6590881347656,7,4,18
0.1281,3164199,0.39982243377474624,2448.1382369995117,7,4,19
0.1242,3166208,0.40009868215897626,2450.230598449707,7,4,20
0.1366,3145254,0.42155961069149755,2449.25856590271,7,4,21
0.1276,3160797,0.406071014550954,2448.550224304199,7,4,22
0.1258,3157485,0.4038457364919455,2448.1468200683594,7,4,23
0.131,3152800,0.41369867294030666,2446.1405277252197,7,4,24
0.1226,3173578,0.39999901828148754,2449.256181716919,7,4,25
0.1225,3171785,0.39733746693809596,2449.535131454468,7,4,26
0.1325,3151272,0.4161449308539641,2448.5719203948975,7,4,27
0.1254,3164619,0.40023376165869384,2448.1985569000244,7,4,28
0.1285,3161328,0.4121850045400124,2448.3957290649414,7,4,29
0.0773,1256262,0.34184887381600704,2218.2044982910156,7,5,0
0.0802,1253322,0.3333586159711276,2216.702938079834,7,5,1
0.0846,1248522,0.34527187868645925,2219.278573989868,7,5,2
0.0793,1254129,0.33530051983145903,2217.7138328552246,7,5,3
0.0751,1256468,0.32943079303566075,2216.155529022217,7,5,4
0.0754,1253167,0.32801845757731024,2217.16046333313,7,5,5
0.0767,1252779,0.3328014320184109,2215.705156326294,7,5,6
0.0762,1258201,0.3344312974126193,2219.9788093566895,7,5,7
0.0788,1255812,0.3332127087755567,2218.046188354492,7,5,8
0.0758,1256283,0.33086163746556063,2217.4060344696045,7,5,9
0.0758,1256998,0.3297129213294751,2219.3703651428223,7,5,10
0.0792,1259160,0.3341239834207294,2219.7089195251465,7,5,11
